"item.daAwardNoticeId","item.noticeNo","item.publicationDate","details.finalizationDate","details.sysNoticeState.text","details.sysAcquisitionContractType.text","details.sysEuropeanFund.text","item.awardedValue","item.contractObject","item.cpvCategory","item.cpvCode","authority.entityId","authority.fiscalNumber","authority.entityName","authority.city","authority.county","details.noticeEntityAddress.noticeEntityAddressID","details.noticeEntityAddress.fiscalNumber","details.noticeEntityAddress.organization","details.noticeEntityAddress.city"
101336829,DAN2271082,"2024-09-23","2024-09-12",Publicat,Servicii,"Alte programe/proiecte",34000,"Servicii de elaborare Studiu de fezabilitate, Proiect tehnic si detalii de executie, asistenta tehnica din partea proiectantului, precum si elaborare documentatii tehnice necesare in vederea obtinerii avizelor/acordurilor/autorizatiilor pentru Componenta I.1.3 – Asigurarea infrastructurii pentru transportul verde – puncte de reincarcare vehicule electrice in cadrul proiectului  „ ACHIZITIA DE VEHICULE NEPOLUANTE IN MUNICIPIUL FETESTI SI COMUNA STELNICA, JUDETUL IALOMITA”,  derulat prin PNRR /2022/C10/I.1.1, PNRR/2022/C10/I.1.3.",CONSTRUCTII,"71241000-9 - Studii de fezabilitate, servicii de consultanta, analize (Rev.2)",6861,4365077,"MUNICIPIUL FETESTI",Fetesti,Ialomita,110649560,47629288,"S.C. CRAM PROJECT S.R.L. S.R.L.",Timisoara
101336730,DAN2270989,"2024-09-23","2024-04-11",Publicat,Servicii,"-",2500,"Servicii de dirigentie de santier pentru  lucrarile de executie bransament electric de la blocul de masura si protectie pana la tabloul electric general al Centrului de aport voluntar , in cadrul proiectului ,,ÎNFIINȚARE CENTRU DE APORT VOLUNTAR ÎN MUNICIPIUL FETEȘTI” , finantat prin PNRR, Componenta 3 -  Managementul deseurilor .",CONSTRUCTII,"71520000-9 - Servicii de supraveghere a lucrarilor (Rev.2)",6861,4365077,"MUNICIPIUL FETESTI",Fetesti,Ialomita,110648655,30943021,"P.F.A. Romila Petrica Persoana Fizica Autorizata -",Calarasi
101330288,DAN2264760,"2024-09-13","2024-07-22",Publicat,Furnizare,"Alte programe/proiecte",44585,"Echipamente IT&C-Tehnică de calcul (laptopuri, monitor, cameră video) proiect PNRR I8-CF 162","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","30213100-6 - Computere portabile (Rev.2)",3009,4433775,"ACADEMIA DE STUDII ECONOMICE BUCURESTI",Bucuresti,Bucuresti,110587424,16005870,"S.C. Mida Soft Business S.R.L.",Bucuresti
101325874,DAN2260455,"2024-09-06","2024-07-15",Publicat,Furnizare,"-",46397,"Dotarea cu echipamente a sălii de sport a unităților de învățământ și ȘCOALA GIMNAZIALĂ ""DIMITRIE ION GHICA"" RADOVANU în cadrul proiectului „Dotarea cu mobilier, materiale didactice și echipamente digitale a unităților de învățământ preuniversitar în cadrul UAT Radovanu” cod F-PNRR-Dotari-2023-3420","INDUSTRIA PRELUCRATOARE","37400000-2 - Articole si echipament de sport (Rev.2)",18194,3796845,"COMUNA RADOVANU (CONSILIUL LOCAL RADOVANU)",Radovanu,Calarasi,110552284,42179344,"S.C. Idea Papel Distribution S.R.L.",Bucuresti
101325263,DAN2259867,"2024-09-06","2024-07-09",Publicat,Furnizare,"-",51130,"Dotarea cu materiale didactice a unităților de învățământ și ȘCOALA GIMNAZIALĂ NR.1 VALEA ROȘIE în cadrul proiectului „Dotarea cu mobilier, materiale didactice și echipamente digitale a unităților de învățământ preuniversitar în cadrul UAT Mitreni” cod F-PNRR-Dotari-2023-3108","INDUSTRIA PRELUCRATOARE","39162100-6 - Material pedagogic (Rev.2)",6636,3966290,"Comuna Mitreni",Mitreni,Calarasi,110548105,42179344,"S.C. Idea Papel Distribution S.R.L.",Bucuresti
101325262,DAN2259866,"2024-09-06","2024-07-12",Publicat,Furnizare,"-",230462,"Dotarea cu mobilier a sălilor de clasă și a laboratorului de informatică a unităților de învățământ și ȘCOALA GIMNAZIALĂ NR.1 VALEA ROȘIE în cadrul proiectului „Dotarea cu mobilier, materiale didactice și echipamente digitale a unităților de învățământ preuniversitar în cadrul UAT Mitreni” cod F-PNRR-Dotari-2023-3108.","INDUSTRIA PRELUCRATOARE","39516000-2 - Articole de mobilier (Rev.2)",6636,3966290,"Comuna Mitreni",Mitreni,Calarasi,110548104,32043930,"S.C. BLOCLIT CONSTRUCT S.R.L.",Bucuresti
101324709,DAN2259339,"2024-09-05","2024-04-08",Publicat,Servicii,"-",16000,"Elaborare Studiu de solutii pentru alimentarea cu energie electrica pentru proiectul “Infiintarea de centre integrate de colectare separata prin aport voluntar destinate aglomerarilor urbane, in Municipiul Iasi in cadrul apelului de proiecte PNRR/2022/C3/S/I.1.C.",CONSTRUCTII,"71335000-5 - Studii tehnice (Rev.2)",2000,4541580,"Municipiul Iasi",Iasi,Iasi,110544808,3915440,"ELECTROCONSTRUCTIA ELCO",Iasi
101324686,DAN2259317,"2024-09-05","2024-03-26",Publicat,Servicii,"Alte programe/proiecte",6080,"Elaborare Studiu Geotehnic pentru proiectul “Infiintarea de centre integrate de colectare separata prin aport voluntar destinate aglomerarilor urbane, in Municipiul Iasi in cadrul apelului de proiecte PNRR/2022/C3/S/I.1.C.",CONSTRUCTII,"71332000-4 - Servicii de inginerie geotehnica (Rev.2)",2000,4541580,"Municipiul Iasi",Iasi,Iasi,110544596,17199952,"PROMV MILENIUM",Iasi
101324681,DAN2259309,"2024-09-05","2024-07-30",Publicat,Furnizare,"-",1550,"PLACUTE SI AUTOCOLANTE PNRR - CF FF 00010039/30.07.2024","INDUSTRIA PRELUCRATOARE","22459100-3 - Autocolante si benzi publicitare (Rev.2)",4759,4515328,"COMUNA MIHAIL KOGALNICEANU","Mihail Kogalniceanu",Constanta,110544564,49085891,"DGX MEDIA","Mihail Kogalniceanu (Constanta)"
101324669,DAN2259303,"2024-09-05","2024-03-21",Publicat,Servicii,"Alte programe/proiecte",3200,"Elaborare Studiu Topografic pentru proiectul “Infiintarea de centre integrate de colectare separata prin aport voluntar destinate aglomerarilor urbane, in Municipiul Iasi in cadrul apelului de proiecte PNRR/2022/C3/S/I.1.C.",CONSTRUCTII,"71335000-5 - Studii tehnice (Rev.2)",2000,4541580,"Municipiul Iasi",Iasi,Iasi,110544545,20750104,"PFA Dragos Gabriel Alin",Botosani
101309531,DAN2259132,"2024-09-05","2024-08-09",Publicat,Furnizare,"Alte programe/proiecte","8181.8","Lot 3 – Materiale pedagogice tip 3: Scala de Inteligenţă Wechsler pentru Copii – ediţia a patra – WISC-IV-1 buc, 
Test de atentie D2- 3 buc, ASEBA-1buc, Chestionare pentru evaluarea competenţelor, a funcţionării adaptative şi a problemelor copiilor şi adolescenţilor-	1 buc, Set programe educaționale - DA, POȚI! -1 buc, 
 Test de evaluare a atenției-1 buc., Dotari PNRR","INDUSTRIA PRELUCRATOARE","39162100-6 - Material pedagogic (Rev.2)",1637,4562583,"UAT JUDETUL ALBA","Alba Iulia",Alba,110417443,15176618,"RTS ROMANIAN PSYCHOLOGICAL TESTING SERVICES S.R.L","Cluj-Napoca"
101324319,DAN2258913,"2024-09-05","2024-08-21",Publicat,Furnizare,"Alte programe/proiecte",97500,"Gl - Furnizare masina de plivit [PNRR]","INDUSTRIA PRELUCRATOARE","16120000-2 - Grape, grape cu cutite, cultivatoare, masini de plivit sau prasitoare (Rev.2)",1047,RO1590120,"REGIA NATIONALA A PADURILOR - ROMSILVA RA",Bucuresti,Bucuresti,110543025,18461813,"S.C. DA BACCO SRL S.R.L.",Casin
101322361,DAN2256940,"2024-09-03","2024-07-22",Publicat,Servicii,"Alte programe/proiecte",5000,"Servicii de informare si publicitate proiect Renovare energetica cladiri rezidentiale multifamiliale din Orasul Sannicolau mare - LOT 7 (proiect finantat prin PNRR)","INDUSTRIA PRELUCRATOARE","35261000-1 - Panouri de informare (Rev.2)",5031,4548554,"Orasul Sannicolau Mare","Sannicolau Mare",Timis,110524848,32324862,"S.C. VEST IMAGE PRODUCTION S.R.L.",Timisoara
101322128,DAN2256697,"2024-09-02","2024-08-21",Publicat,Servicii,"-",92206,"Servicii de supervizare si  asistenta tehnica – dirigentie de santier pentru obiectul de investitii ”Cresterea eficientei energetice si gestionarea inteligenta a energiei in cladirile publice cu destinatie de unitati de invatamant – Liceul Teoretic German Friedrich Schiller” situat in Piata Cazarmii, nr.7 – Proiect finantat prin PNRR",CONSTRUCTII,"71520000-9 - Servicii de supraveghere a lucrarilor (Rev.2)",1969,4230487,"MUNICIPIUL ORADEA",Oradea,Bihor,110521425,17432526,"S.C. DIRCONS SRL S.R.L.",Oradea
101322124,DAN2256693,"2024-09-02","2024-08-21",Publicat,Servicii,"-",128550,"Servicii de supervizare si  asistenta tehnica – dirigentie de santier pentru obiectul de investitii ”Cresterea eficientei energetice a Gradinitei cu Program Prelungit, nr. 46, str. Feldioarei, nr. 17” din Municipiul Oradea – Proiect finantat prin PNRR",CONSTRUCTII,"71520000-9 - Servicii de supraveghere a lucrarilor (Rev.2)",1969,4230487,"MUNICIPIUL ORADEA",Oradea,Bihor,110521258,17432526,"S.C. DIRCONS SRL S.R.L.",Oradea
101321015,DAN2255649,"2024-08-30","2024-08-29",Publicat,Furnizare,"Alte programe/proiecte",72088,"Tehnică de calcul (Proiect PNRR 167) pentru proiectul „Molecular Carbon Nanostructures: Establishing a Green Synthesis, Studying Properties and Examining Potential Applications”, PNRR/2022/C9/MCID/I8","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","30213000-5 - Computere personale (Rev.2)",3981,RO13221445,"INSTITUTUL NATIONAL DE CERCETARE DEZVOLTARE PENTRU TEHNOLOGII IZOTOPICE SI MOLECULARE","Cluj-Napoca",Cluj,110513371,2885022,"S.C. ATEX COMPUTER S.R.L. S.R.L.","Cluj-Napoca"
101319102,DAN2253799,"2024-08-28","2024-03-29",Publicat,Furnizare,"-",49493,"Achizitie echipamente digitale in cadrul proiectului ”Dezvoltarea serviciilor de educatie timpurie complementare in comuna Afumati, judetul Ilfov” prin PNRR","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","30191000-4 - Echipament de birou, cu exceptia mobilierului (Rev.2)",5306,4420708,"COMUNA  AFUMATI",Afumati,Ilfov,110500050,47049701,"S.C. INGLOBAL CONCEPT S.R.L. S.R.L.","Drobeta-Turnu Severin"
101319092,DAN2253792,"2024-08-28","2024-03-29",Publicat,Servicii,"-","41590.75","SErvicii de informare,consiliere si sprijin pentru parintii/reprezentantii legali/persoana in grija careia se afla cpilul in cadrul proiectului ”Dezvltarea serviciilor de educatie timpurie complementare in comuna Afumati, judetul Ilfov”, prin PNRR","SANATATE, ASISTENTA SOCIALA","85121270-6 - Servicii de psihiatrie sau psihologie (Rev.2)",5306,4420708,"COMUNA  AFUMATI",Afumati,Ilfov,110499996,44964520,"ASOCIATIA FAMILY LOVE",Bucuresti
101319011,DAN2253718,"2024-08-28","2024-08-20",Publicat,Servicii,"-",8500,"Servicii de supervizare si  asistenta tehnica – dirigentie de santier pentru obiectul de investitii ”Cresterea eficientei energetice a Gradinitei nr. 14, str. Ion Bogdan, nr. 20, loc. Oradea, jud. Bihor” – Proiect finantat prin PNRR",CONSTRUCTII,"71520000-9 - Servicii de supraveghere a lucrarilor (Rev.2)",1969,4230487,"MUNICIPIUL ORADEA",Oradea,Bihor,110499358,30290640,"S.C. Carpat Design Consulting S.R.L.",Oradea
101318991,DAN2253695,"2024-08-28","2024-08-14",Publicat,Servicii,"-",102000,"Servicii de supervizare si  asistenta tehnica – dirigentie de santier pentru obiectul de investitii ”Cresterea eficientei energetice a Liceului Tehnologic Constantin Brancusi, situat pe str. Alexandru Cazaban, nr.48, loc. Oradea, jud. Bihor” – Proiect finantat prin PNRR",CONSTRUCTII,"71520000-9 - Servicii de supraveghere a lucrarilor (Rev.2)",1969,4230487,"MUNICIPIUL ORADEA",Oradea,Bihor,110499302,30290640,"S.C. Carpat Design Consulting S.R.L.",Oradea
101318957,DAN2253665,"2024-08-28","2024-08-20",Publicat,Servicii,"-",8500,"Servicii de supervizare si  asistenta tehnica – dirigentie de santier pentru obiectul de investitii ”Cresterea eficientei energetice a Scolii Gimnaziale Ion Bogdan si a Gradinitei nr. 14, str. Ion Bogdan, nr. 13A, loc. Oradea, jud. Bihor” Proiect finantat prin PNRR",CONSTRUCTII,"71520000-9 - Servicii de supraveghere a lucrarilor (Rev.2)",1969,4230487,"MUNICIPIUL ORADEA",Oradea,Bihor,110499119,30290640,"S.C. Carpat Design Consulting S.R.L.",Oradea
101316743,DAN2251578,"2024-08-23","2024-05-07",Publicat,Furnizare,"Alte programe/proiecte","57251.81","BANC DE LUCRU SI ACCESORII ATELIER PRACTICA PNRR","TRANSPORT, DEPOZITARE SI COMUNICATII","34152000-7 - Simulatoare de formare (Rev.2)",11165,16346370,"COMUNA CARCEA",Carcea,Dolj,110480918,19069649,"S.C. EUROETANS INDUSTRI S.R.L.",Craiova
101316740,DAN2251574,"2024-08-23","2024-04-25",Publicat,Furnizare,"Alte programe/proiecte",66800,"SECTIUNI PIESE MOTOR ATELIER PRACTICA PNRR","TRANSPORT, DEPOZITARE SI COMUNICATII","34152000-7 - Simulatoare de formare (Rev.2)",11165,16346370,"COMUNA CARCEA",Carcea,Dolj,110480880,27907347,"S.C. TRD S.R.L.",Sibiu
101316402,DAN2251248,"2024-08-22","2024-08-22",Publicat,Servicii,"Alte programe/proiecte",36000,"Servicii de coordonare în materie de sănătate și securitate potrivit prevederilor Hotărârii Guvernului nr. 300/2006 privind cerințele minime de securitate și sănătate pentru șantierele temporare sau mobile, pentru lucrări aferente obiectivului de investiţii “Creşterea eficienţei energetice a Palatului Administrativ al judeţului Galați – Corp A”, situat în municipiul GALAȚI, Str. DOMNEASCĂ nr. 56, județul GALAȚI, cu finanţare prin Planul Naţional de Redresare şi Rezilienţă, PNRR/2022/C5 - B2.1.b, Renovare energetică moderată a clădirilor publice - Autorități centrale","SERVICII ","79417000-0 - Servicii de consultanta in domeniul securitatii (Rev.2)",11293,3127450,"Institutia Prefectului judetului Galati",Galati,Galati,110472965,24693540,"S.C. ECO-TEHNO-CONS SECURITY S.R.L. S.R.L.",Bucuresti
101315764,DAN2250623,"2024-08-21","2024-08-20",Publicat,Servicii,"Alte programe/proiecte",12000,"Servicii de supraveghere arheologică pentru lucrări aferente obiectivului de investiţii “Creşterea eficienţei energetice a Palatului Administrativ al judeţului Galați – Corp A”, situat în municipiul GALAȚI, Str. DOMNEASCĂ nr. 56, județul GALAȚI, cu finanţare prin Planul Naţional de Redresare şi Rezilienţă, PNRR/2022/C5 - B2.1.b, Renovare energetică moderată a clădirilor publice - Autorități centrale
-conform punctului 14 din Anexa 8 din HCJ Galați nr. 453/22.12.2023",CONSTRUCTII,"71351914-3 - Servicii de arheologie (Rev.2)",11293,3127450,"Institutia Prefectului judetului Galati",Galati,Galati,110463574,3952146,"MUZEUL DE ISTORIE PAUL PALTANEA GALATI",Galati
101314726,DAN2249643,"2024-08-20","2024-08-12",Publicat,Servicii,"Alte programe/proiecte",270000,"„Servicii de elaborare Proiect Tehnic (PT) și Detalii De Execuție (DDE), inclusiv verificare proiect pe toate domeniile cuprinse in Proiect Tehnic (PT) si detalii de executie (DDE),  pentru realizarea lucrărilor de canalizare/apă pentru investiția Sprijinirii conectării populației cu venituri mici la rețelele de alimentare cu apă și de canalizare existente în Județul Ialomița – proiect PNRR MAPC01202242000018 Componenta C1 – Managementul apei, valul I”",CONSTRUCTII,"71322000-1 - Servicii de proiectare tehnica pentru constructia de lucrari publice (Rev.2)",4507,11316859,"URBAN SA SLOBOZIA",NA,Ialomita,110456126,14403470,"S.C. UNIX S.R.L.",Bucuresti
101313792,DAN2248728,"2024-08-19","2024-08-14",Publicat,Servicii,"-",4870,"Pachet servicii de formare profesionala ”accesare fonduri PNRR”","SERVICII ","80530000-8 - Servicii de formare profesionala (Rev.2)",20220,4154355,"Comuna Colti (Primaria Comunei Colti)",Colti,Buzau,110448237,42250223,"S.C. LECTOFORM TEHNIC EDUCATION S.R.L. S.R.L.",Bacau
101312736,DAN2247859,"2024-08-14","2024-08-12",Publicat,Furnizare,"Alte programe/proiecte",26841,"Tehnică de calcul (Proiect PNRR 163) pentru proiectul „Boosting the energy storage performance of supercapacitor materials by controlling the paramagnetic centers”, PNRR/2022/C9/MCID/I8 - cod CPV 30213000-5 Computere personale (Rev.2)","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","30213000-5 - Computere personale (Rev.2)",3981,RO13221445,"INSTITUTUL NATIONAL DE CERCETARE DEZVOLTARE PENTRU TEHNOLOGII IZOTOPICE SI MOLECULARE","Cluj-Napoca",Cluj,110441057,2885022,"S.C. ATEX COMPUTER S.R.L. S.R.L.","Cluj-Napoca"
101312379,DAN2247394,"2024-08-14","2024-07-29",Publicat,Servicii,"Alte programe/proiecte",5250,"Achizitie servicii de Audit financiar privind auditarea cheltuielilor efectuate în cadrul Proiectului, “Realizare Parc Fotovoltaic în incinta S.C. Modern Calor S.A.”, proiect finantat prin PNRR","SERVICII ","79212100-4 - Servicii de auditare financiara (Rev.2)",69939,"RO 26892574","S.C. MODERN CALOR S.A. BOTOSANI",Botosani,Botosani,110439261,25791679,"S.C. FINAUDIT ASSIST S.R.L. S.R.L.",Bacau
101310896,DAN2245947,"2024-08-12","2024-08-07",Publicat,Furnizare,"Alte programe/proiecte",126480,"Achiziția de echipamente digitale în cadrul proiectului cu titlul „DOTAREA CU ECHIPAMENTE DIGITALE A UNITĂȚILOR DE ÎNVĂȚĂMÂNT DIN COMUNA PALEU, JUDEȚUL BIHOR” – cod F-PNRR-Dotari-2023-6879","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","30000000-9 - Echipament informatic si accesorii de birou, cu exceptia mobilierului si a pachetelor software (Rev.2)",7965,15304644,"COMUNA PALEU",Paleu,Bihor,110428476,5277704,"S.C. DARER PRESCOM S.R.L. S.R.L.",Alesd
101310766,DAN2245823,"2024-08-12","2024-08-12",Publicat,Lucrari,"Alte programe/proiecte","21214.54","Execuție Branșament la rețeaua electrică (coloana de alimentare și dosar verificare instalație) a centrului de colectare prin aport voluntar din strada Cărbunelui, nr. 20, municipiul Petroșani pentru implementarea proiectului ”Înființare centru de colectare prin aport voluntar în municipiul Petroșani”, cod proiect C3I1A0122000140, în cadrul PNRR",CONSTRUCTII,"45310000-3 - Lucrari de instalatii electrice (Rev.2)",1669,4468943,"MUNICIPIUL PETROSANI",Petrosani,Hunedoara,110427303,19210275,"S.C. RON CONSTRUCT 2006 S.R.L.",Petrosani
101309356,DAN2244469,"2024-08-09","2024-07-29",Publicat,Furnizare,"-",3750,"Servicii de supervizare si  asistenta tehnica – dirigentie de santier pentru obiectul de investitii ”Reabilitare si eficientizare energetica Scoala Gimnaziala, nr.16, str. Calugareni, nr.4, loc. Oradea, jud. Bihor ” Proiect finantat prin PNRR","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","30192170-3 - Panouri de afisare (Rev.2)",1969,4230487,"MUNICIPIUL ORADEA",Oradea,Bihor,110416525,21689510,"KOGAYON STUDIO SRL",Oradea
101309136,DAN2244254,"2024-08-08","2024-08-05",Publicat,Servicii,"-",101000,"Servicii de supervizare si  asistenta tehnica – dirigentie de santier pentru obiectul de investitii ”Reabilitare si eficientizare energetica Scoala Gimnaziala, nr.16, str. Calugareni, nr.4, loc. Oradea, jud. Bihor ” Proiect finantat prin PNRR",CONSTRUCTII,"71520000-9 - Servicii de supraveghere a lucrarilor (Rev.2)",1969,4230487,"MUNICIPIUL ORADEA",Oradea,Bihor,110415075,17432526,"S.C. DIRCONS SRL S.R.L.",Oradea
101309119,DAN2244236,"2024-08-08","2024-08-05",Publicat,Servicii,"-",135000,"Supervizare si asistenta tehnica – dirigentie de santier pentru obiectul de investitii ”Cresterea Eficientei Energetice si gestionarea inteligenta a energiei la Colegiul National Iosif Vulcan – str. Jean Calvin, nr.3, Municipiul Oradea ” Proiect finantat prin PNRR",CONSTRUCTII,"71520000-9 - Servicii de supraveghere a lucrarilor (Rev.2)",1969,4230487,"MUNICIPIUL ORADEA",Oradea,Bihor,110414948,17432526,"S.C. DIRCONS SRL S.R.L.",Oradea
101309072,DAN2244191,"2024-08-08","2024-08-05",Publicat,Servicii,"-",20000,"Supervizare si  asistenta tehnica – dirigentie de santier pentru obiectul de investitii ”Cresterea eficientei energetice si gestionarea inteligenta a energiei la Gradinita cu program prelungit, nr. 42” situata pe str. Salcamilor, nr.8, Oradea - Proiect finantat prin PNRR",CONSTRUCTII,"71520000-9 - Servicii de supraveghere a lucrarilor (Rev.2)",1969,4230487,"MUNICIPIUL ORADEA",Oradea,Bihor,110414682,17432526,"S.C. DIRCONS SRL S.R.L.",Oradea
101308680,DAN2243815,"2024-08-08","2024-07-30",Publicat,Servicii,"Alte programe/proiecte",8100,"Servicii de informare și publicitate aferente proiectului “Consorțiul Regional pentru Învățământ Dual CONECT MUNTENIA”, PNRR, Cod proiect: ID-07.","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",2615,4365352,"Municipiul Slobozia",Slobozia,Ialomita,110411645,14946824,"S.C. FLAROM ADVERTISING S.R.L.",Iasi
